Target Churn,Target Code,Current Bill Amt,Avg Calls,Avg Calls Weekdays,Account Age,Percent Increase MOM,Acct Plan Subtype,Complaint Code,Avg Days Delinquent,Current TechSupComplaints,Current Days OpenWorkOrders,Equipment Age,Condition of Current Handset,Avg Hours WorkOrderOpenned
Churn,1,3551,388,3663.66667,29,-0.4,Gold,Billing Problem,6,0,0,6,1,0
No Churn,0,20981,15322.6667,26418.3333,30,0.51322691,Silver,Billing Problem,8.5,0,0,2,1,0
Churn,1,38573,9162.33333,17659.3333,30,-1,Silver,Call Quality,19.5,0,0,12,1,0
No Churn,0,21186,16036,44092.6667,30,-0.7344358,Silver,Billing Problem,2.4,0,8,14,1,0
Churn,1,4914,2734.66667,10511.3333,30,-1,Gold,Billing Problem,29.2,0,0,8,1,0
No Churn,0,44310,9858.66667,150474.333,22,-0.1680769,Silver,Billing Problem,1,0,0,6,1,0
Churn,1,17801,556.666667,2927.66667,30,-0.5238095,Silver,Billing Problem,13.5,0,0,19,1,0
No Churn,0,10296,2023.66667,24192.3333,30,-0.2685185,Silver,Moving,6,0,0,6,1,0
No Churn,0,22910,16005.3333,49991.3333,17,1.87727273,Silver,Billing Problem,20.3,0,0,1,1,0
Churn,1,12712,2224.33333,8822.66667,30,-1,Silver,Call Quality,30.7,0,0,12,1,0
No Churn,0,12703,15149.6667,16533.3333,30,0.38969183,Silver,Check Account,0,0,0,9,1,0
Churn,1,25103,8683,25386.3333,30,-0.7909016,Silver,Billing Problem,26.3,0,0,6,1,0
Churn,1,9487,9083.66667,33213,30,-1,Silver,Call Quality,39.6,0,0,7,1,0
Churn,1,21722,410.333333,1234,30,-1,Gold,Call Quality,10,0,0,11,1,0
No Churn,0,14142,8071.33333,27928.3333,30,-0.0552351,Silver,Billing Problem,4.7,0,0,4,1,0
Churn,1,20339,0,0,30,0,Silver,Billing Problem,21.8,0,0,17,1,0
Churn,1,9742,4018.66667,2326.33333,30,1.72752463,Silver,Billing Problem,23.2,0,0,12,1,0
No Churn,0,12712,7244,14435.6667,30,-0.3944954,Silver,Moving,0,0,0,30,1,0
Churn,1,15148,12871.6667,45056,30,-0.8133418,Silver,Billing Problem,19.4,0,0,3,1,0
Churn,1,19590,12713.6667,42042.3333,30,-0.5136113,Silver,Billing Problem,12.2,0,0,2,1,0
Churn,1,8680,4791.33333,24959.6667,30,-0.0533224,Silver,Billing Problem,22.2,0,0,10,1,0
Churn,1,25445,7069.33333,48655,30,-0.9966314,Silver,Moving,8.3,0,0,10,1,0
Churn,1,6655,737,17884.3333,30,1.76923077,Gold,Billing Problem,2,0,0,6,1,0
No Churn,0,14728,8640,26645.6667,30,0.02352941,Silver,Check Account,1,0,0,30,1,0
Churn,1,18012,3724.66667,58283.3333,30,-1,Silver,Call Quality,22,0,0,15,1,0
No Churn,0,17583,8210.66667,37732.6667,30,1.19451867,Silver,Billing Problem,25,0,0,10,1,0
Churn,1,14731,8037,82374.3333,30,-0.6773676,Silver,Billing Problem,24.5,0,0,30,1,0
Churn,1,12213,19222,60355.3333,30,-0.2099633,Silver,Call Quality,18,0,0,17,1,0
No Churn,0,43146,34204.6667,170909.667,30,-0.1765808,Silver,Billing Problem,2,0,0,2,1,0
No Churn,0,21651,9999.33333,23393.6667,30,0.32083171,Silver,Billing Problem,11.6,0,0,3,1,0
Churn,1,29067,27571,33544,30,-0.1971489,Silver,Call Quality,22,0,0,7,1,0
No Churn,0,18301,2508.66667,15681.3333,30,-0.4044118,Silver,Check Account,0,0,0,12,1,0
No Churn,0,26290,22618.6667,47674.3333,30,-1,Silver,Billing Problem,4,0,0,29,1,0
No Churn,0,23979,919.666667,23683.3333,30,-0.5399067,Silver,Moving,4,0,0,2,1,0
Churn,1,8436,2005.33333,9655.66667,30,-0.5035971,Gold,Moving,1,0,0,10,1,0
Churn,1,6910,691,1666,30,-0.625,Gold,Call Quality,0,0,0,30,1,0
No Churn,0,5932,5726.66667,15222,30,-0.1697404,Silver,Moving,10,0,1,7,1,0
No Churn,0,10995,5411.66667,23742,30,0.20218579,Silver,Billing Problem,8.8,0,0,8,1,0
No Churn,0,16754,20942.6667,57719.6667,30,-0.1628153,Silver,Billing Problem,1,0,0,9,1,0
No Churn,0,10593,10776.6667,29860.6667,30,-0.0911801,Silver,Billing Problem,32.5,0,0,4,1,0
No Churn,0,6682,14558.3333,12210.3333,30,0.19642857,Gold,Moving,10.3,0,0,1,1,0
No Churn,0,15985,7797.33333,39229.3333,30,0.0605063,Silver,Billing Problem,6.2,0,0,5,1,0
Churn,1,10505,6487.33333,25512.3333,30,-0.7483871,Silver,Billing Problem,14.1,0,0,30,1,0
Churn,1,25977,69580,131468.333,30,-0.7373461,Silver,Billing Problem,12,0,0,4,1,0
Churn,1,4237,2245.33333,10327.3333,23,1.19587629,Gold,Call Quality,25,0,0,23,1,0
No Churn,0,15066,18918.3333,31086.3333,30,-0.6311111,Silver,Call Quality,19.7,0,0,10,1,0
Churn,1,11024,6782,13452,30,-1,Silver,Billing Problem,11.3,0,0,23,1,0
No Churn,0,10169,6516.33333,12041,17,0.06137184,Silver,Billing Problem,4,0,0,17,1,0
No Churn,0,10169,0,794.333333,30,0.71428571,Silver,Billing Problem,0,0,0,18,1,0
Churn,1,19737,83.3333333,683.333333,30,-1,Silver,Call Quality,11,0,0,30,1,0
Churn,1,11609,386,12892,30,-0.9256198,Silver,Billing Problem,13,0,0,11,1,0
No Churn,0,14476,5608.33333,39586.3333,30,0.16697248,Silver,Billing Problem,20.5,0,0,9,1,0
Churn,1,12669,5084.66667,44533,30,-0.5538676,Silver,Billing Problem,11.7,0,0,11,1,0
Churn,1,4636,1434.66667,627,30,-1,Gold,Call Quality,8,0,0,17,1,0
Churn,1,3474,3387,12783.3333,30,0,Gold,Billing Problem,9.7,0,0,12,1,0
No Churn,0,6780,5527,14886,30,0.15209125,Silver,Billing Problem,2.8,0,0,15,1,0
Churn,1,17600,9204,73861,18,-0.817757,Silver,Billing Problem,10.2,0,0,12,1,0
Churn,1,6553,4.33333333,12.3333333,30,0,Gold,Call Quality,33,0,0,13,1,0
No Churn,0,17863,7822,20441.3333,30,0.92760181,Silver,Billing Problem,4,0,0,15,1,0
No Churn,0,11524,5377.66667,8578.66667,30,-0.3684211,Silver,Call Quality,6.8,0,0,30,1,0
Churn,1,7775,9184,62352.6667,30,0.05275229,Gold,Billing Problem,20.4,0,0,14,1,0
No Churn,0,11792,3163,21039.6667,30,0.24773169,Silver,Billing Problem,20,0,0,2,1,0
Churn,1,20439,2750,15127.3333,30,-1,Gold,Billing Problem,7,0,0,8,1,0
No Churn,0,13045,9049,27447.6667,30,0.29230769,Gold,Billing Problem,11.8,0,0,2,1,0
No Churn,0,24592,4541,12478.3333,30,-0.0574018,Silver,Billing Problem,10.7,0,0,10,1,0
Churn,1,12712,9883.66667,24589,30,-1,Silver,Call Quality,47.3,0,0,8,1,0
No Churn,0,24615,7825,69321,30,0.3224607,Silver,Call Quality,15.6,0,0,7,1,0
Churn,1,11462,652.666667,46403,30,-0.296496,Silver,Billing Problem,25.4,0,0,8,1,0
Churn,1,10169,3985,14496.6667,20,-1,Silver,Call Quality,20,0,0,2,1,0
No Churn,0,14407,6996,53560.3333,19,0.28515331,Silver,Billing Problem,8.5,0,0,5,1,0
No Churn,0,9483,1070,14614.6667,30,0.13551402,Gold,Billing Problem,3,0,0,30,1,0
No Churn,0,14419,813.666667,3192.33333,30,2.42056075,Gold,Call Quality,6,0,0,5,1,0
Churn,1,10296,1936.33333,13886.3333,30,1.78571429,Silver,Inaccurate Sales Inf,24,0,0,13,1,0
Churn,1,25678,2898,7232.33333,30,-0.8461538,Gold,Billing Problem,16.6,0,0,6,1,0
No Churn,0,58866,31286.6667,57947.6667,27,-0.5636101,Silver,Billing Problem,12.5,0,0,13,1,0
No Churn,0,20948,727.666667,12787.3333,30,0.66666667,Gold,Billing Problem,3.7,0,0,7,1,0
Churn,1,14783,3311,27469.6667,30,-1,Silver,Billing Problem,13.6,0,0,29,1,0
No Churn,0,4314,3024.66667,17198,30,0.73076923,Gold,Billing Problem,1,0,0,12,1,0
No Churn,0,15056,9264.66667,26053,30,-0.649015,Silver,Call Quality,11,0,0,30,1,0
Churn,1,63888,19809.6667,78707.6667,30,-0.1561027,Silver,Moving,15.4,0,0,30,1,0
No Churn,0,17928,5661.33333,14859.3333,30,-0.08,Silver,Moving,0,0,0,9,1,0
No Churn,0,23610,12807.3333,61568,30,-0.0121039,Silver,Billing Problem,14.8,0,0,25,1,0
Churn,1,14428,19130.3333,26789.3333,30,0.79377804,Silver,Billing Problem,12.7,0,13,12,1,0
No Churn,0,28414,11430.3333,93963,29,0.1957638,Silver,Billing Problem,9.8,0,0,15,1,0
Churn,1,13427,12434,19840,29,-0.5043029,Silver,Call Quality,26,0,0,15,1,0
Churn,1,20607,7796.66667,61730,17,-0.9952404,Silver,Call Quality,33.8,0,0,7,1,0
Churn,1,10169,0,7.33333333,29,0,Silver,Call Quality,19,0,0,17,1,0
Churn,1,5637,1148.66667,8072.66667,29,-0.5636364,Gold,Call Quality,23.8,0,0,29,1,0
Churn,1,13324,2248,21190.6667,29,-0.578125,Silver,Billing Problem,10,0,0,16,1,0
Churn,1,3347,374,212,29,0,Gold,Billing Problem,15.2,0,0,12,1,0
No Churn,0,12306,694.666667,10140,29,-0.2695946,Silver,Call Quality,13.3,0,0,29,1,0
No Churn,0,7876,1995,16757.6667,16,-0.009251,Silver,Billing Problem,8.3,0,0,17,1,0
Churn,1,20435,5210,20506.6667,29,0.77659574,Silver,Billing Problem,8.7,0,0,30,1,0
Churn,1,14761,2089.66667,8575,29,-1,Silver,Call Quality,31.3,0,0,29,1,0
No Churn,0,14407,7805.66667,7589.33333,29,0.16099071,Silver,Billing Problem,5,0,0,31,1,0
No Churn,0,21013,1464.33333,32841,29,0.40689655,Silver,Billing Problem,5.8,0,0,29,1,0
No Churn,0,-690,39619.3333,102046.667,29,0.29869584,Silver,Call Quality,0,0,0,11,1,0
No Churn,0,12964,10351.3333,32434,26,0.08602151,Silver,Billing Problem,2,0,0,7,1,0
No Churn,0,16460,7514.66667,42716.6667,29,-0.4155612,Silver,Billing Problem,3,0,0,7,1,0
Churn,1,11741,1872.33333,13238.6667,29,-0.5079832,Silver,Billing Problem,18.8,0,0,10,1,0
No Churn,0,26160,10329.3333,64026.6667,29,1.27009513,Silver,Billing Problem,17.6,0,0,23,1,0
No Churn,0,18503,10570,20911.6667,29,0.10186514,Silver,Billing Problem,9.2,0,0,29,1,0
No Churn,0,33807,18498,4244.66667,29,0.05405405,Silver,Billing Problem,4,0,0,6,1,0
Churn,1,25829,23578.3333,95123.6667,29,-0.4625077,Silver,Billing Problem,11.2,0,0,13,1,0
No Churn,0,17671,2685.33333,12387,29,1.53398058,Gold,Billing Problem,12.5,0,0,13,1,0
Churn,1,32149,9715,34099.3333,15,-0.9313979,Silver,Billing Problem,15.7,0,0,10,1,0
No Churn,0,10614,5919,12186.3333,29,-0.241573,Silver,Moving,4,0,0,11,1,0
No Churn,0,15794,29037.6667,71166.6667,29,0.24643755,Silver,Billing Problem,2,0,0,4,1,0
No Churn,0,12780,5272.33333,20875,29,-0.4369628,Silver,Billing Problem,4.5,0,0,5,1,0
Churn,1,90428,1152.66667,11826.3333,29,-1,Silver,Billing Problem,17.2,0,0,3,1,0
No Churn,0,16949,7058.33333,21846,29,0.29030761,Silver,Billing Problem,1,0,0,24,1,0
No Churn,0,15901,7454,33309,29,1.0298651,Silver,Call Quality,7.6,0,0,1,1,0
Churn,1,8474,16501,42919,29,-0.5228033,Silver,Call Quality,6,0,0,29,1,0
No Churn,0,26110,11808.6667,17985.3333,19,-0.3784798,Silver,Billing Problem,11,0,0,4,1,0
Churn,1,14708,9980.66667,26303,29,0.05555556,Silver,Call Quality,29,0,0,13,1,0
No Churn,0,10169,6481.33333,19552,29,0.06329114,Silver,Moving,0,0,0,13,1,0
No Churn,0,21304,18645.3333,82278.3333,29,0.28265107,Silver,Billing Problem,13.7,0,4,15,1,0
Churn,1,21315,3243.66667,43141.6667,29,-0.3891506,Silver,Billing Problem,13.5,0,0,4,1,0
Churn,1,13075,146.333333,3275,29,0.91304348,Silver,Billing Problem,10.6,0,0,1,1,0
No Churn,0,12712,0,0,29,-0.959707,Silver,Billing Problem,5.5,0,0,17,1,0
Churn,1,14318,14132,63494.3333,17,-0.3361823,Silver,Billing Problem,50,0,0,3,1,0
Churn,1,18178,1889,13710.3333,29,0.13758389,Silver,Call Quality,13.8,0,0,5,1,0
Churn,1,21186,5033.33333,63920.6667,29,0.13758389,Silver,Call Quality,13.8,0,0,17,1,0
No Churn,0,45638,13370.6667,59201.6667,29,-0.4511521,Silver,Billing Problem,19.6,0,0,2,1,0
Churn,1,13508,828,3498,27,-1,Gold,Billing Problem,6.8,0,0,27,1,0
No Churn,0,13184,5737.33333,21863.3333,29,-0.0995826,Silver,Billing Problem,18,0,0,29,1,0
No Churn,0,19297,1438.66667,13274,29,1.2,Silver,Billing Problem,14.2,0,0,9,1,0
No Churn,0,12712,19640.6667,73960.3333,29,0.03321375,Silver,Moving,0,0,0,27,1,0
No Churn,0,6199,2214.66667,5966.66667,29,0,Gold,Moving,6,0,0,14,1,0
Churn,1,22851,7244.66667,75046,29,-1,Silver,Call Quality,24,0,0,4,1,0
Churn,1,10159,6318.66667,5174.33333,29,-1,Gold,Call Quality,1.8,0,0,17,1,0
No Churn,0,4010,2427.66667,4108.33333,29,0.45384615,Gold,Call Quality,11.7,0,0,14,1,0
Churn,1,15545,12467,70126.6667,29,-1,Gold,Call Quality,43.7,0,0,10,1,0
No Churn,0,8616,6345,27945.3333,29,0.29438822,Silver,Call Quality,8.5,0,0,29,1,0
Churn,1,22874,20859.3333,38767.6667,29,-0.6551181,Silver,Billing Problem,26.2,0,2,5,1,0
No Churn,0,8579,8468,24718,29,0.37365296,Silver,Billing Problem,6.7,0,0,3,1,0
Churn,1,9074,3199.66667,34157,29,0.61420218,Silver,Billing Problem,5,0,0,8,1,0
Churn,1,19733,8220.66667,15126.3333,29,-1,Silver,Billing Problem,21.2,0,0,10,1,0
Churn,1,12288,1743.66667,24926.6667,29,-0.3415399,Silver,Call Quality,16.6,0,0,0,1,0
No Churn,0,44397,9668.66667,119552.667,29,0.55172414,Silver,Billing Problem,11.7,0,0,2,1,0
Churn,1,19134,0,0,29,0,Gold,Billing Problem,5,0,0,17,1,0
No Churn,0,18775,3617.33333,65637,29,0.35495283,Silver,Moving,5,0,3,6,1,0
No Churn,0,21186,5645,85862.6667,29,-0.4668205,Silver,Billing Problem,9.8,0,0,13,1,0
No Churn,0,9294,11115.6667,15543.6667,29,0.22535211,Gold,Billing Problem,6.2,0,0,21,1,0
No Churn,0,12712,1619.33333,15813,29,0.2218543,Silver,Billing Problem,4.2,0,0,11,1,0
Churn,1,10286,22771.3333,56246,29,-0.9697309,Silver,Billing Problem,21.2,0,0,7,1,0
Churn,1,7309,2111,6060.66667,15,-1,Gold,Billing Problem,21,0,0,29,1,0
Churn,1,4043,15030.6667,37668.6667,29,-1,Gold,Billing Problem,26.4,0,0,2,1,0
No Churn,0,5257,897.333333,6137,29,1.05555556,Gold,Moving,2.8,0,0,9,1,0
No Churn,0,14409,430.666667,6600,29,-0.9577465,Silver,Billing Problem,1.4,0,0,29,1,0
No Churn,0,12712,0,0,29,-0.4340771,Silver,Billing Problem,7.5,0,16,17,1,0
No Churn,0,10911,1244,19715,29,0.62116758,Silver,Moving,6.8,0,0,8,1,0
No Churn,0,39808,5391,16844,29,0.81841432,Silver,Billing Problem,4.8,0,0,11,1,0
No Churn,0,28654,36620.6667,78712.6667,29,-0.5761806,Gold,Billing Problem,6,0,0,29,1,0
Churn,1,10293,388,7103.33333,29,0.97663551,Silver,Billing Problem,9.8,0,0,4,1,0
Churn,1,33008,1094.66667,16474.3333,29,-0.8457944,Gold,Billing Problem,16.4,0,0,9,1,0
Churn,1,32601,192.666667,0,29,-1,Silver,Billing Problem,17.6,0,0,29,1,0
No Churn,0,15504,10358,37148.6667,29,0.16021471,Silver,Billing Problem,11.3,0,0,9,1,0
No Churn,0,12288,4145.66667,17767.3333,29,0.0844678,Silver,Billing Problem,3,0,0,10,1,0
Churn,1,12712,1169.33333,6477,18,0.99541284,Silver,Call Quality,6,0,0,1,1,0
No Churn,0,72310,26467.3333,117883,16,0.36222732,Silver,Billing Problem,8.3,0,0,5,1,0
No Churn,0,12288,4609.66667,50808.6667,29,-0.2083897,Silver,Billing Problem,32,0,0,2,1,0
No Churn,0,22794,15194.3333,38499.6667,29,-0.2083897,Silver,Billing Problem,32,0,0,2,1,0
No Churn,0,19734,3729.66667,6453.33333,23,-0.025,Gold,Billing Problem,5.8,0,0,3,1,0
Churn,1,3347,1158.33333,1257.66667,29,0.68,Gold,Billing Problem,20,0,0,20,1,0
No Churn,0,17067,12552,83869.6667,29,0.59411765,Silver,Billing Problem,3.8,0,10,8,1,0
Churn,1,19448,10081.3333,19143.3333,29,-0.9822718,Gold,Call Quality,14,0,0,7,1,0
No Churn,0,39999,9927.66667,43073.6667,29,-0.0944206,Silver,Billing Problem,7.2,0,0,11,1,0
No Churn,0,10038,18214,20540,29,-0.4210526,Gold,Moving,0,0,0,4,1,0
Churn,1,123612,3617,39176.6667,29,0.12829201,Silver,Billing Problem,9,0,0,10,1,0
No Churn,0,66398,14372.6667,23669.3333,29,0.20103093,Silver,Billing Problem,7.6,0,0,11,1,0
Churn,1,17780,9253,24893.6667,29,-0.5541478,Silver,Call Quality,13.4,0,0,8,1,0
No Churn,0,19209,2941.33333,7833.66667,29,0.44444444,Silver,Moving,11,0,0,6,1,0
Churn,1,10169,5740.66667,9084.66667,18,-0.0307692,Silver,Billing Problem,19.3,0,0,29,1,0
No Churn,0,38252,16138,92879,29,0.98377863,Silver,Billing Problem,17.2,0,0,12,1,0
Churn,1,12712,16,4.66666667,26,0,Gold,Billing Problem,20.4,0,0,17,1,0
Churn,1,14534,17782,71791.3333,29,0.0817734,Silver,Billing Problem,14,0,0,13,1,0
No Churn,0,10169,831.333333,12677.3333,29,0.00671141,Silver,Billing Problem,2,0,0,29,1,0
No Churn,0,14407,4222.66667,20451.6667,29,0.42990654,Silver,Moving,3.7,0,0,9,1,0
No Churn,0,16197,7203.66667,18056,29,0.0541958,Silver,Billing Problem,3.7,0,3,12,1,0
Churn,1,15818,16601,49674,29,-0.4016888,Silver,Billing Problem,15.4,0,0,4,1,0
Churn,1,18779,0,0,29,-0.8980517,Silver,Call Quality,6.7,0,0,17,1,0
Churn,1,32728,2741.33333,14728,29,6.45615183,Silver,Billing Problem,19.8,0,0,12,1,0
No Churn,0,10423,4772,12173.6667,29,0.02369668,Silver,Moving,5.3,0,0,7,1,0
No Churn,0,18615,5158,31831.3333,29,-0.0949285,Silver,Billing Problem,8.4,0,0,5,1,0
No Churn,0,10237,3783.66667,40573.6667,29,0.57758621,Silver,Billing Problem,10.9,0,0,1,1,0
No Churn,0,19899,930.666667,43143.6667,29,-0.5221932,Silver,Billing Problem,11.2,0,0,6,1,0
No Churn,0,15056,4686,4440.66667,29,0.62025316,Silver,Moving,9,0,0,2,1,0
No Churn,0,15406,2007.33333,26708.6667,29,0.07827014,Silver,Billing Problem,15.5,0,0,4,1,0
Churn,1,19869,2103,13600.3333,25,2.08571429,Silver,Call Quality,39.2,0,0,11,1,0
Churn,1,15254,10251,31011.6667,29,0.50656286,Silver,Billing Problem,23.5,0,0,6,1,0
No Churn,0,16949,6264.33333,16152.3333,29,1.6547619,Silver,Billing Problem,21.2,0,0,11,1,0
No Churn,0,9427,3256,13836,29,-0.6122926,Silver,Moving,3.8,0,0,29,1,0
Churn,1,14244,8471,31954.3333,29,-0.0555556,Gold,Billing Problem,1.8,0,0,6,1,0
Churn,1,27312,10326.3333,27213,29,-1,Silver,Moving,14,0,0,12,1,0
No Churn,0,10423,13135.6667,51191,29,0.00769798,Silver,Call Quality,4.7,0,0,7,1,0
Churn,1,15571,3624,16863.6667,29,0.24367691,Silver,Billing Problem,15,0,0,7,1,0
Churn,1,18309,48969.3333,72818.3333,29,-0.7076503,Silver,Billing Problem,19.6,0,0,11,1,0
Churn,1,7730,611,1719.33333,29,-1,Gold,Moving,25,0,62,6,1,0
No Churn,0,10190,2540.66667,5389.66667,29,-0.1878453,Silver,Billing Problem,0,0,0,9,1,0
Churn,1,37187,15543,25174,28,-0.2725322,Silver,Billing Problem,16.8,0,0,15,1,0
Churn,1,63730,2171.66667,6630.33333,29,4.63077481,Silver,Call Quality,0,0,0,10,1,0
Churn,1,10365,1122.66667,9724.66667,29,-0.8647778,Gold,Call Quality,13,0,0,29,1,0
Churn,1,18376,18952,81100.3333,29,-0.4869618,Silver,Billing Problem,17.2,0,0,13,1,0
No Churn,0,12055,3217,15721,29,-0.1236842,Silver,Moving,0,0,0,4,1,0
Churn,1,12909,5811,31212.6667,29,-0.1166181,Silver,Call Quality,34,0,0,10,1,0
Churn,1,15808,13389.3333,42769,29,-0.5495979,Silver,Billing Problem,33,0,0,12,1,0
Churn,1,10464,634,60542.6667,24,-0.9958904,Silver,Billing Problem,21.4,0,0,29,1,0
No Churn,0,10169,6365.66667,24429.3333,29,-0.103321,Silver,Moving,9.7,0,0,11,1,0
Churn,1,9357,7967.66667,5629.66667,29,-0.0446927,Gold,Billing Problem,16.6,0,0,0,1,0
No Churn,0,10169,351.333333,1490.33333,29,1.33333333,Silver,Billing Problem,2.5,0,0,1,1,0
Churn,1,7267,146,403,29,-1,Gold,Call Quality,1,0,0,6,1,0
No Churn,0,20161,4964.66667,91237.3333,29,-0.1246863,Silver,Billing Problem,15.2,0,0,11,1,0
Churn,1,12966,7379.33333,26505,29,-0.5137157,Silver,Call Quality,18.5,0,0,25,1,0
Churn,1,10190,1846.33333,15410.3333,28,-0.1090226,Silver,Billing Problem,1,0,0,10,1,0
Churn,1,8961,3411,6035,28,-0.787234,Silver,Call Quality,15,0,0,12,1,0
Churn,1,4009,1105.66667,1471.66667,28,0.5,Gold,Billing Problem,3,0,0,17,1,0
No Churn,0,12712,7567.66667,23175,28,-0.0845961,Silver,Moving,4.6,0,0,0,1,0
Churn,1,51827,7194.66667,20427.3333,28,0.27346939,Silver,Billing Problem,13.3,0,0,8,1,0
No Churn,0,15040,2853.66667,71962.6667,28,0.36946068,Silver,Billing Problem,9.7,0,0,28,1,0
No Churn,0,16914,2611.33333,37356.3333,28,0.69984686,Silver,Billing Problem,8.3,0,0,6,1,0
Churn,1,10762,11830.3333,40182.3333,28,-0.9174123,Gold,Call Quality,15.8,0,0,11,1,0
No Churn,0,13417,621.666667,5910,28,0,Gold,Call Quality,10.7,0,0,9,1,0
No Churn,0,27603,8679.33333,17497,28,-0.4565217,Gold,Billing Problem,1,0,0,14,1,0
No Churn,0,9174,433.333333,5725,28,0.04,Gold,Moving,21,0,0,5,1,0
Churn,1,49136,7690.33333,46605.3333,28,-1,Silver,Call Quality,25.4,0,0,14,1,0
Churn,1,28829,26193,104582,28,-0.4517162,Silver,Billing Problem,19.2,0,0,6,1,0
No Churn,0,13271,9796,61741.6667,28,-0.3602941,Silver,Billing Problem,3,0,0,13,1,0
Churn,1,4314,1753.66667,8655,28,-1,Gold,Call Quality,31.7,0,0,11,1,0
No Churn,0,15275,7659.33333,37462.3333,28,0.22034108,Silver,Billing Problem,6,0,0,8,1,0
No Churn,0,13519,6107,24413.3333,28,-0.0295652,Silver,Check Account,0,0,0,3,1,0
Churn,1,26886,12689.3333,34344.3333,28,-0.2847938,Silver,Billing Problem,12.8,0,0,11,1,0
No Churn,0,10169,1715.66667,24387,28,-0.1245552,Silver,Moving,0,0,0,3,1,0
No Churn,0,12288,2222.33333,18800.3333,28,0.3317757,Silver,Billing Problem,0,0,0,12,1,0
No Churn,0,12202,2895,16018.3333,28,-0.3096591,Silver,Billing Problem,0,0,0,28,1,0
Churn,1,17122,20180.3333,50902,28,0.06158358,Silver,Billing Problem,12,0,0,1,1,0
No Churn,0,15254,7273.33333,31287.3333,28,-0.0002763,Silver,Billing Problem,5.7,0,0,14,1,0
Churn,1,15584,3924,30424.6667,17,-0.2183486,Silver,Call Quality,15.3,0,0,8,1,0
Churn,1,12775,8395.66667,34568.3333,28,-1,Silver,Call Quality,4.7,0,0,28,1,0
Churn,1,7251,9359.66667,25453.6667,28,-1,Silver,Call Quality,20.2,0,0,4,1,0
Churn,1,18458,2147.33333,24588.6667,28,-0.9925558,Silver,Billing Problem,6.7,0,0,7,1,0
Churn,1,13001,6567.66667,73332,28,-0.7343241,Silver,Billing Problem,26.4,0,0,9,1,0
No Churn,0,7852,108,821,28,0.7027027,Gold,Billing Problem,1.7,0,0,6,1,0
Churn,1,10877,5054.33333,17055.3333,28,-1,Silver,Billing Problem,17.8,0,0,10,1,0
Churn,1,16626,63.6666667,840.333333,28,-1,Gold,Billing Problem,18,0,0,5,1,0
No Churn,0,11113,4290.66667,11221,28,-0.1869159,Silver,Moving,4,0,0,7,1,0
No Churn,0,10953,2416.66667,17088.3333,28,-0.8289474,Silver,Moving,3.8,0,0,6,1,0
Churn,1,11264,8414.33333,34797,28,-1,Silver,Billing Problem,19.8,0,0,4,1,0
Churn,1,11885,2707.66667,17393,28,-1,Silver,Billing Problem,19.8,0,0,4,1,0
Churn,1,15194,9056,71943,28,-1,Silver,Billing Problem,19.8,0,0,4,1,0
No Churn,0,32202,21205,62203.3333,28,0.45498548,Silver,Billing Problem,11.3,0,0,2,1,0
No Churn,0,3500,2370,16904.3333,28,0.23076923,Gold,Billing Problem,14.9,0,0,28,1,0
No Churn,0,12712,17568.6667,96839.3333,28,0.53191489,Silver,Billing Problem,6.5,0,0,16,1,0
Churn,1,13602,9567.33333,43381,28,-0.4709091,Silver,Call Quality,43.3,0,0,1,1,0
Churn,1,12453,4138.33333,11561,28,-0.1087866,Silver,Check Account,0,0,0,11,1,0
No Churn,0,22737,10693,47696.3333,28,0.3676039,Silver,Billing Problem,10.2,0,0,2,1,0
No Churn,0,21626,4682.66667,29626.6667,28,-0.2252252,Silver,Billing Problem,16.8,0,0,12,1,0
No Churn,0,18530,2627,12919.3333,28,-0.152439,Silver,Moving,0,0,0,4,1,0
Churn,1,3398,517,220,28,-1,Gold,Billing Problem,16,0,0,28,1,0
No Churn,0,9958,5384.66667,4397,28,-0.4150943,Gold,Billing Problem,1,0,0,6,1,0
No Churn,0,8004,1323.66667,1944.66667,28,-0.5945946,Gold,Billing Problem,7.3,0,0,12,1,0
Churn,1,20339,29037.6667,123249,28,-0.9957076,Silver,Call Quality,44.5,0,0,12,1,0
Churn,1,15320,4484.33333,28933.3333,28,-0.2610114,Silver,Call Quality,15,0,0,7,1,0
Churn,1,20339,18532,145893,28,-1,Silver,Billing Problem,22.7,0,0,11,1,0
Churn,1,21290,5995.66667,28984,28,-0.4326225,Silver,Billing Problem,11.8,0,0,18,1,0
No Churn,0,11172,657,4519.33333,28,-0.4857143,Silver,Moving,5,0,0,28,1,0
Churn,1,53399,38475.6667,138111.667,28,-1,Silver,Billing Problem,12.1,0,0,8,1,0
No Churn,0,3979,1992.66667,18188.6667,28,0.52238806,Gold,Call Quality,15.3,0,0,10,1,0
Churn,1,23423,1177.33333,11822,28,-1,Gold,Billing Problem,51,0,0,16,1,0
No Churn,0,15678,4201,40293.3333,15,0.23333048,Silver,Check Account,28,0,0,15,1,0
Churn,1,21223,8699.66667,41645,28,-0.48582,Silver,Billing Problem,11.2,0,0,21,1,0
Churn,1,10357,512.666667,49574,28,0.18374439,Silver,Billing Problem,19,0,0,9,1,0
Churn,1,12712,6418.66667,40858,28,-0.1715116,Silver,Billing Problem,11.8,0,0,1,1,0
Churn,1,12712,12975.3333,55076.6667,28,-0.1715116,Silver,Billing Problem,11.8,0,0,1,1,0
